Committee,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Target Audience,Rainplan Location,,,,,
Arts,Arts Send-Off,9/3/2019, 4:00 PM,9/3/2019, 5:00 PM,FALSE,"You did it - you have officially earned your shades and can now call yourself an official UWaterloo Arts student! Join your fellow Arts students and hear from your Federation Orientation Committee (FOC) members. Celebrate the memories and friends you’ve made before classes begin. Be ready to be painted Orange, you will want to be here for this one… Trust us.

Event information:
Energy/Activity Level: HIGH
Noise Level: HIGH
Low Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: Earth Sciences & Chemistry (ESC), J.R. Coutts Engineering Lecture Hall (RCH)
This event will include food: NO
This event will occur outside (weather permitting): YES
",Arts Quad ,ARTS,Hagey (HH) Hub ,,,,,
Arts,Discover Your Colours,9/4/2019,10:30 AM,9/4/2019,2:30 PM,FALSE,"Come discover your true colours with several fun activities you can engage in, including a positive note exchange, making your own bubble tea (while supplies last) and an Instagram worthy photo wall! There will also be several campus partners including Arts Student Union, Library Leaders, and MATES. Don’t forget to tag @arts.orientation and use the hashtag #ARTSOWEEK19 for the chance to win a prize! Don't miss out on this opportunity to give your brain a break wish a splash of colourful activities.

Event information:
Energy/Activity Level: LOW
Noise Level: LOW
Low Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: Earth Sciences & Chemistry (ESC), J.R. Coutts Engineering Lecture Hall (RCH)
This event will include food: YES
This event will occur outside (weather permitting): NO
",Hagey (HH) Hub ,ARTS,,,,,,
Arts,Discover Your Colours,9/5/2019,10:30 AM,9/5/2019,2:30 PM,FALSE,"Come discover your true colours with several fun activities you can engage in, including a positive note exchange, making your own bubble tea (while supplies last) and an Instagram worthy photo wall! There will also be several campus partners including Arts Student Union, Library Leaders, and MATES. Don’t forget to tag @arts.orientation and use the hashtag #ARTSOWEEK19 for the chance to win a prize! Don't miss out on this opportunity to give your brain a break wish a splash of colourful activities.

Event information:
Energy/Activity Level: LOW
Noise Level: LOW
Low Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: Earth Sciences & Chemistry (ESC), J.R. Coutts Engineering Lecture Hall (RCH)
This event will include food: YES
This event will occur outside (weather permitting): NO
",Hagey (HH) Hub ,ARTS,,,,,,
Arts,Shine Bright like an Artwork,9/6/2019, 6:30 PM,9/6/2019, 7:45 PM,FALSE,"Reconnect with your Team and reminisce about all the enjoyable Orientation moments fun times! Find out who the winning team of 'Earn Your 'Shades' is and win some cool prizes! You’ve worked all week with your team to earn points, now you get to see the results! Who was the most vibrant and the most rowdy team of all? Join us to find out!

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: Earth Sciences & Chemistry (ESC), J.R. Coutts Engineering Lecture Hall (RCH)
This event will include food: NO
This event will occur outside (weather permitting): No
",Arts Lecture Hall (AL) 116,ARTS,,,,,,
Arts,LOO-CHELLA,9/6/2019, 8:00 PM,9/6/2019,11:00 PM,FALSE,"Students from across campus will get the chance to build lasting connections and channel festival vibes at Waterloo’s own Loochella! Join us on the BMH Green for an EDM concert. Not feeling the rave life? Check out our mellow activities with mocktails, DIY flower crowns, photo booths, and more! 

Event information:
Energy/Activity Level: HIGH
Noise Level: HIGH
Low Lighting: Some Low Lighting
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC), B.C. Matthews Hall (BMH)
This event will include food: YES
This event will occur outside (weather permitting): YES
",BC Matthews (BMH) Green,ARTS,Student Life Centre (SLC),,,,,
Environment,Environment How To's,9/3/2019,9:20 AM,9/3/2019,11:45 AM,,"University Survival 101: Hear from upper-year leaders, faculty, alumni and guests who will share their knowledge, experiences and what university is all about! You'll be able to meet others in your cohort and learn everything you need to know about your program, the school, and much more!

Event information: 
Energy/Activity Level: LOW
Noise Level: LOW
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: No
This event will occur outside (weather permitting): No",Environment 3 (EV3) Atrium,ENV,Environment 3 (EV3) Atrium,,,,,
Environment,Let's Go Bananas,9/3/2019,12:00 PM,9/3/2019, 5:00 PM,,"You have been chosen! Your mission, should you choose to accept it, is to join your team at wonderful Waterloo Park in a challenge to face other teams in the Banana Games! Join us for a full afternoon of faculty and team spirit, Environment Traditions, and team based games such as Ulitmate Frisbee x6, Banana Relays, and a bunch more! Come and discover the truth behind Environment’s origin story. We will have a delicious lunch for our hungry heroes with a bonus surprise after! If anyone gets (banana) split from the group or arrives late, Leaders can provide walk-overs from the Banana Stand.  Let’s Go Bananas is an active, outdoor event, so students are advised to dress appropriately and bring your water bottle. 

Event information:
Energy/Activity Level: HIGH
Noise Level: HIGH
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, all",Waterloo Park Picnic Area 9 and Picnic Shelter,ENV,Physical Activity Complex Small Gym,,,,,
Environment,Monday Lunch,9/2/2019,11:45 AM,9/2/2019, 1:30 PM,,"This event will be very apeeling for your taste buds. Come enjoy a catered lunch with your faculty and re-energize before afternoon programming! Come pick up lunch in the SLC and eat outside on the BMH Green!

Event information:
Energy/Activity Level: LOW
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: YES
This event will occur outside (weather permitting): Yes, all",B.C. Matthews Hall (BMH) Green (12:00-13:30) But lunch is being served at 11:45 in the Student Life Centre (SLC) Great Hall!,ENV,"Physical Activity Complex (PAC) small gym starting at 12:30, wait in the Student Life Centre (SLC) before heading over!",,,,,
Environment,"Welcome Home, ENV!",9/2/2019, 9:00 AM,9/2/2019,11:45 AM,,"Welcome home, ENV! To kick off our faculty events, join us on the Environment 3 Green to meet your fellow Environment first-years and Orientation Leaders for the first time! You will learn what to expect for the week ahead, meet your teammates, build team spirit with a variety of games, learn our classic Environment cheers, and participate in our traditional ENV aerial family photo. 

Event information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, all","Environment 3 (EV3) Green, St. Paul's Green",ENV,Environement 3 (EV3) Atrium,,,,,
Environment,End Credits & The Last Scene,9/6/2019,7:00 PM,9/6/2019,8:00 PM,,"Like any superhero movie, you have to watch the end credits. Who knows what the post credit scenes will have? Come out to the closing ceremonies to find out the winning team of this years Banana Games, the real story behind the Big Banana, and get hyped up as we all walk together to our final faculty event: Loochella!

Event information:
Energy/Activity Level: LOW
Noise Level: MODERATE
Low Lighting: No
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: NO
This event will occur outside (weather permitting): Yes, some",Environment 3 (EV3) Atrium,ENV,Environement 3 (EV3) Atrium,,,,,
Math,Welcome to the Jungle,9/2/2019,9:00 AM,9/2/2019,1:30 PM,FALSE,"Welcome to the University of Waterloo! We are excited to welcome you to the UW math community!  On this first day of faculty programming, there will be a focus on meeting your peers and getting familiar with the Math buildings on campus.  With fun events both in- and outdoors, this day is sure to be a great time (and don’t worry, lunch is provided)!

Event Information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Lighting: Some low lighting
Closest Inclusive & Barrier Free Washroom: Quantum - Nano Centre (QNC)
This event will include food: YES
This event will occur outside (weather permitting): YES",M3 Green,MATH,M3 Atrium,,,,,
Math,Explore the Jungle,9/3/2019,09:00,9/3/2019,13:00,FALSE,"Get ready for an action-packed day! There'll be a Nerf War spanning an entire building, and participate in the annual n+1 legged race. You'll also learn about the Faculty of Mathematics and the classes you’ll take. Afterwards, have lunch with your future professors and program advisors!

Event Information:
Energy/Activity Level: HIGH
Noise Level: MODERATE
Lighting: Some low lighting
Closest Inclusive & Barrier Free Washroom: Quantum-Nano Centre (QNC)
This event will include food: YES
This event will occur outside (weather permitting): YES",M3 Green,MATH,M3 Atrium,,,,,
Math,Earn Your Tie,9/3/2019,13:00,9/3/2019,16:40,FALSE,"This afternoon, you'll be earning your very own iconic Faculty of Mathematics Pink Tie, passed on for decades to all Waterloo Mathies – but it isn’t as easy as it seems! You first have to pass some team challenges, put your UW knowledge to test at Trivia, and learn our very own Math Dance - which will be presenting to the Dean of Mathematics at the end of the day!

Event Information:
Energy/Activity Level: LOW, MODERATE & HIGH
Noise Level: HIGH
Lighting: Some low lighting
Closest Inclusive & Barrier Free Washroom: Quantum-Nano Centre (QNC)
This event will include food: NO
This event will occur outside (weather permitting): YES ",M3 Green,MATH,M3 Atrium,,,,,
Software,Earn Your Tie,9/3/2019,13:00,9/3/2019,16:40,FALSE,"This afternoon, you'll be earning your very own iconic Faculty of Mathematics Pink Tie, passed on for decades to all Waterloo Mathies – but it isn’t as easy as it seems! You first have to pass some team challenges, put your UW knowledge to test at Trivia, and learn our very own Math Dance - which will be presenting to the Dean of Mathematics at the end of the day!

Event Information:
Energy/Activity Level: LOW, MODERATE & HIGH
Noise Level: HIGH
Lighting: Some low lighting
Closest Inclusive & Barrier Free Washroom: Quantum-Nano Centre (QNC)
This event will include food: NO
This event will occur outside (weather permitting): YES ",M3 Green,SE,M3 Atrium,,,,,
Math,We've Got Fun And Games!,9/6/2019,19:00,9/6/2019,23:00,FALSE,"The choice is yours this Friday night! Get active by venturing on a scavenger hunt through the MC jungle, defending your team mascot in an epic rap battle, or rescuing special guests from the depths of the Amazon; chill with your new friends over board games and origami; enjoy snacks and bubble tea in the C&D; and much more! At the end of your expedition, you’ll discover the winner of Math Orientation 2019 (and maybe win some awesome door prizes)! This night is your chance to hang out with the new prime-mates you made throughout the week, and meet more people from other teams on your own terms. There’s something for everyone, so make sure you join us!

Event Information:
Energy/Activity Level: LOW, MODERATE & HIGH
Noise Level: LOW, MODERATE & HIGH
Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: Quantum - Nano Centre (QNC)
This event will include food: YES
This event will occur outside (weather permitting): NO",Math CnD (MC 3002),MATH,Math CnD (MC 3002),,,,,
Science,Monday Lunch,9/2/2019,12:30 PM,9/2/2019, 2:00 PM,FALSE,"Enjoy lunch as you fuel up to embark on the journey of your Waterloo Science lifetime! Meet your leaders and fellow travel companions as we set out to wander the world. 

Event Information:
Energy/Activity Level: LOW, MODERATE
Noise Level: MODERATE
Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: ESC, QNC
This event will include food: YES
This event will occur outside (weather permitting): NO",STC Main Commons,SCI,STC Main Commons,,,,,
Science,Sciventure Tours,9/2/2019, 4:00 PM,9/2/2019, 5:00 PM,FALSE,"Journey through the secret passageways and explore the buildings and resources that UWaterloo has to offer! Experienced Leaders will guide you to cool study spots, point out places to eat, demonstrate how to navigate campus (mostly) without going outside, and talk about what your future classes and labs may look like. Sciventure Tours are a chance for you to get the inside scoop on life as a Waterloo Science student!

Event Information:
Energy/Activity Level: MODERATE
Noise Level: LOW
Lighting: Some low lighting
Closest Inclusive & Barrier Free Washroom: QNC, ESC
This event will include food: No
This event will occur outside (weather permitting): YES","STC 1012, 0010, 0020, 0040, 0050, 0060",SCI,STC Lower Commons,,,,,
Science,Welcome to Science,9/2/2019, 2:00 PM,9/2/2019, 3:15 PM,FALSE,"Get your first taste of Science pride! Upon arrival, you are welcomed to the Faculty of Science by upper year students and Science Society. Meet other teams, learn exciting cheers, and continue to your next destination on your journey as a Waterloo Science student.

Event Information:
Energy/Activity Level: MODERATE, HIGH
Noise Level: MODERATE, HIGH
Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: Student Life Centre (SLC)
This event will include food: No
This event will occur outside (weather permitting): Yes",V1 Green,SCI,"HQ Rooms (B1 271, QNC 1502, QNC 2502, MC 2065, MC 2066, STC 0040, STC 0050, STC 0060, STC 1012)",,,,,
Science,Ready? Get set.. SSD!,9/2/2019, 3:15 PM,9/2/2019, 4:00 PM,FALSE,"First stop: A Science tradition that goes back years, the Secret Science Dance can break down barriers, turn strangers into friends and make you feel like a part of something bigger, all to the sound of music.

Event Information:
Energy/Activity Level: HIGH
Noise Level: HIGH
Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: SLC
This event will include food: No
This event will occur outside (weather permitting): Yes",V1 Green,SCI,SLC Great Hall,,,,,
Science,Science Tours the World,9/3/2019, 1:00 PM,9/3/2019, 5:00 PM,FALSE,"In this fast-paced adventure, teams will embark on collecting stamps in their passports by completing several tasks against the other travellers. Your campus knowledge, communication, collaboration, and creativity will be needed as you gather unique stamps from each location. 

Event Information:
Energy/Activity Level: MODERATE, HIGH
Noise Level:
Lighting: 
Closest Inclusive & Barrier Free Washroom:
This event will include food:
This event will occur outside (weather permitting): ","STC 0010, 0020, 0040, 0050, QNC 1502, 2505, PHYS 145, 150, B1/ESC Link, ML Green",SCI,"STC 0010, 0020, 0040, 0050 QNC 1502, 2505, PHYS 145, 150, STC Lower Commons, B1 271",,,,,
Science,Tuesday Takeoff,9/3/2019, 9:00 AM,9/3/2019,10:00 AM,FALSE,"Good morning Science! Your leaders and the Associate Dean of Science will be awaiting to start day two with you. To get us going on our next destination, we will pump up the energy with a roll call and of course, SSD!  We’ll also calling each team to show off their team spirit through their awesome cheers! Afterwards, get pumped, because it’s time to SSD!

Event Information:
Energy/Activity Level: MODERATE, HIGH
Noise Level: MODERATE, HIGH
Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: SLC
This event will include food: No
This event will occur outside (weather permitting): Yes",V1 Green,SCI,"HQ Rooms (B1 271, QNC 2502, STC 0010, STC 0020, STC 0040, STC 0050, STC 0060, STC 1012)",,,,,
Science,Successful Scientists,9/3/2019,10:00AM,9/3/2019,12:00PM,FALSE,"Some of the best resources to find out how to succeed in your first year in Science are at your fingertips in this session where advisors and upper year students take the floor.

Event Information:
Energy/Activity Level: LOW
Noise Level: LOW
Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: ESC, QNC
This event will include food: Yes
This event will occur outside (weather permitting): No",STC Main Commons ,SCI,,,,,,
Science,Lunch,9/3/2019,11:30AM,9/3/2019,1:00PM,FALSE,"Enjoy lunch as you learn more about your program and receive advice from advisors and upper years in a joint event with Successful Scientists.

Event Information:
Energy/Activity Level: LOW
Noise Level: LOW
Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: ESC, QNC
This event will include food: Yes
This event will occur outside (weather permitting): No",STC Main Commons ,SCI,,,,,,
Science,Destination: Friday night,9/3/2019,1:00PM,9/3/2019,5:00PM,FALSE,"As our travels come to an end, let's celebrate our achievements together! The winners of the Science and Spirit Trophies will be awarded and the Science adventure continues into the evening.

Event Information:
Energy/Activity Level: MODERATE, HIGH
Noise Level: MODERATE, HIGH
Lighting: No low lighting
Closest Inclusive & Barrier Free Washroom: QNC
This event will include food: No
This event will occur outside (weather permitting): No",STC Lower Commons,SCI,STC Lower Commons,,,,,
Science,Loo-chella,9/3/2019,1:00PM,9/3/2019,5:00PM,FALSE,"Students from across campus will get the chance to build lasting connections and channel festival vibes at Waterloo’s own Loo-chella! Join us on the BMH Green for an EDM concert. Not feeling the rave life? Check out our mellow activities with mocktails, DIY flower crowns, photo booths and more! 

Event Information:
Energy/Activity Level: HIGH
Noise Level: HIGH
Lighting: Some low lighting
Closest Inclusive & Barrier Free Washroom: BMH
This event will include food: Yes
This event will occur outside (weather permitting): Yes",BMH Green,SCI,SLC,,,,,
SJ Arts,SJU Welcome and Orientation Dance,8/31/2019,8:00pm,8/31/2019,10:30pm,FALSE,"All SJU students join together to take the SJU oath. This is an iconic St. Jerome's University tradition that all students have participated in!

Event Information: 
Energy/Activity Level: Medium
Noise Level: Moderate
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium
This event will include food: No
This event will occur outside (weather permitting): No ",,SJ ARTS,,,,,,
SJ Arts,Cafeteria Orientation,9/1/2019,8:30am,9/1/2019,9:25am,FALSE,"Meet in the cafeteria for breakfast and to learn all about the cafeteria from our incredible Dana Hospitality staff. This is a great opportunity to connect with the cafeteria about dietary needs that you have, and to learn all of the insider tricks of eating at SJU.

Event Information:
Energy/Activity Level: Low
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium
This event will include food: Yes
This event will occur outside (weather permitting): No",,SJ ARTS,,,,,,
SJ Arts,Upstander Training,9/1/2019,9:30am,9/1/2019,12:00pm,FALSE,"This is a mandatory event for all SJU students! Learn from SJU student leaders about the importance of consent, and being an upstander as a university student. 

Event Information:
Energy/Activity Level: Low
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium & SJ2 2nd Floor
This event will include food: No
This event will occur outside (weather permitting): No",,SJ ARTS,,,,,,
SJ Arts,How-To Sessions,9/1/2019,1:00pm,9/1/2019,4:00pm,FALSE,"Join the Student Activities Team and learn about the in's and out's of life at UWaterloo and the city of Waterloo! You don't want to miss the expert knowledge and insider tips that they're going to share. You'll also be traveling off campus, so try and grab your Watcard before this event so you can hop on a bus or the LRT! 

Event Information:
Energy/Activity Level: Medium
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: Around SJU
This event will include food: No
This event will occur outside (weather permitting): Partially ",,SJ ARTS,,,,,,
SJ Arts,Rollerskating,9/1/2019,6:30pm,9/1/2019,10:00pm,FALSE,"Hop on a bus and head to Wellesley Arena for a night of old school rollerskating! Great music, new friends and a cool activity - a recipe for great fun!

Event Information:
Energy/Activity Level: Medium
Noise Level: Medium
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: Wellesley Arena
This event will include food: No
This event will occur outside (weather permitting): No",,SJ ARTS,,,,,,
SJ Arts,Chill Vibes Night @ SJU,9/1/2019,7:00pm,9/1/2019,10:00pm,FALSE,"Don't feel like rollerskating? Hang back at SJU and enjoy some tasty snacks, a board game or two and get to know some of your new neighbours and student leaders.

Event Information:
Energy/Activity Level: Low 
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJU
This event will include food: Yes
This event will occur outside (weather permitting): No",,SJ ARTS,,,,,,
SJ Arts,Block Party,9/2/2019,10:00pm,9/2/2019,12:00am,FALSE,"Meet your new neighbours on this side of the creek! All 4 University Colleges gather at the Block Party for cotton candy, popcorn, and a cool party. 

Event Information:
Energy/Activity Level: Medium
Noise Level: High
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJU Residence Building
This event will include food: Yes
This event will occur outside (weather permitting): Yes",,SJ ARTS,,,,,,
SJ Arts,Advising Session ,9/3/2019,9:00am,9/3/2019,10:00am,FALSE,"Meet your academic advisor and the Peer Academic Leaders and get a head start on academic success!

Event Information:
Energy/Activity Level: Low
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium
This event will include food: No
This event will occur outside (weather permitting): No",,SJ ARTS,,,,,,
SJ Arts,Faculty Meet & Greet,9/3/2019,10:00am,9/3/2019,12:00pm,FALSE ,"Meet your professors! They're here to tell you a little bit more about them, what you'll learn about in their classes, and maybe even give you some tips & tricks on how to be the best university student that you can be. 

Event Information:
Energy/Activity Level: Low
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium
This event will include food: No
This event will occur outside (weather permitting): No ",,SJ ARTS,,,,,,
SJ Arts,SJU Dean's BBQ,9/3/2019,12:00pm,9/3/2019,1:00pm,FALSE ,"Enjoy lunch with the Dean of SJU, along with your professors and new classmates. A great way to get to know all of the folks that you'll be seeing over the next few years!

Event Information:
Energy/Activity Level: Low
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium
This event will include food: Yes
This event will occur outside (weather permitting): Yes",,SJ ARTS,,,,,,
SJ Arts,Semi-Formal Community Dinner,9/3/2019,5:00pm,9/3/2019,6:45pm,FALSE,"A St. Jerome's University tradition. Each month we'll gather for a Community Dinner to share a meal together and listen to a quick talk from a meaningful member of our community. Our first Community Dinner is semi-formal so you can snap some photos with your new friends, and a group shot of you and your floor! Photo schedule to be released closer to the date. Keep your eyes peeled!

Event Information:
Energy/Activity Level: Low
Noise Level: Low
Lighting: Low
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium
This event will include food: Yes
This event will occur outside (weather permitting): No",,SJ ARTS,,,,,,
SJ Arts,Outdoor Movie Night,9/3/2019,10:00pm,9/3/2019,12:00am,FALSE,"Snuggle up with a few snacks and a few friends on Finn Green outside of the cafeteria and enjoy a cozy night before the first day of class!

Event Information: 
Energy/Activity Level: Low
Noise Level: Medium
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium/SJ Residence Building
This event will include food: Yes
This event will occur outside (weather permitting): Yes",,SJ ARTS,,,,,,
SJ Arts,Pump-Up Rally,9/7/2019,10:00am,9/7/2019,11:30am,FALSE,"Come get your face painted and get suited up in your Black and Gold gear to go and watch the game on Warrior Field!

Event Information:
Energy/Activity Level: Medium
Noise Level: Medium
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJU Residence
This event will include food: No
This event will occur outside (weather permitting): No",,SJ ARTS,,,,,,
SJU,SJU Welcome and Orientation Dance,8/31/2019,8:00pm,8/31/2019,10:30pm,FALSE,"All SJU students join together to take the SJU oath. This is an iconic St. Jerome's University tradition that all students have participated in!

Event Information: 
Energy/Activity Level: Medium
Noise Level: Moderate
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium
This event will include food: No
This event will occur outside (weather permitting): No ",,SJU,,,,,,
SJU,Cafeteria Orientation,9/1/2019,8:30am,9/1/2019,9:25am,FALSE,"Meet in the cafeteria for breakfast and to learn all about the cafeteria from our incredible Dana Hospitality staff. This is a great opportunity to connect with the cafeteria about dietary needs that you have, and to learn all of the insider tricks of eating at SJU.

Event Information: 
Energy/Activity Level: Low
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium
This event will include food: Yes
This event will occur outside (weather permitting): No",,SJU,,,,,,
SJU,Upstander Training,9/1/2019,9:30am,9/1/2019,12:00pm,FALSE,"This is a mandatory event for all SJU students! Learn from SJU student leaders about the importance of consent, and being an upstander as a university student.

Event Information:  
Energy/Activity Level: Low
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium & SJ2 2nd Floor
This event will include food: No
This event will occur outside (weather permitting): No",,SJU,,,,,,
SJU,How-To Sessions,9/1/2019,1:00pm,9/1/2019,4:00pm,FALSE,"Join the Student Activities Team and learn about the in's and out's of life at UWaterloo and the city of Waterloo! You don't want to miss the expert knowledge and insider tips that they're going to share. You'll also be traveling off campus, so try and grab your Watcard before this event so you can hop on a bus or the LRT! 

Event Information: 
Energy/Activity Level: Medium
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: Around SJU
This event will include food: No
This event will occur outside (weather permitting): Partially ",,SJU,,,,,,
SJU,Rollerskating,9/1/2019,6:30pm,9/1/2019,10:00pm,FALSE,"Hop on a bus and head to Wellesley Arena for a night of old school rollerskating! Great music, new friends and a cool activity - a recipe for great fun!

Event Information: 
Energy/Activity Level: Medium
Noise Level: Medium
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: Wellesley Arena
This event will include food: No
This event will occur outside (weather permitting): No",,SJU,,,,,,
SJU,Chill Vibes Night @ SJU,9/1/2019,7:00pm,9/1/2019,10:00pm,FALSE,"Don't feel like rollerskating? Hang back at SJU and enjoy some tasty snacks, a board game or two and get to know some of your new neighbours and student leaders.

Event Information: 
Energy/Activity Level: Low 
Noise Level: Low
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJU
This event will include food: Yes
This event will occur outside (weather permitting): No",,SJU,,,,,,
SJU,Block Party,9/2/2019,10:00pm,9/2/2019,12:00am,FALSE,"Meet your new neighbours on this side of the creek! All 4 University Colleges gather at the Block Party for cotton candy, popcorn, and a cool party. 

Event Information: 
Energy/Activity Level: Medium
Noise Level: High
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJU Residence Building
This event will include food: Yes
This event will occur outside (weather permitting): Yes",,SJU,,,,,,
SJU,Semi-Formal Community Dinner,9/3/2019,5:00pm,9/3/2019,6:45pm,FALSE,"A St. Jerome's University tradition. Each month we'll gather for a Community Dinner to share a meal together and listen to a quick talk from a meaningful member of our community. Our first Community Dinner is semi-formal so you can snap some photos with your new friends, and a group shot of you and your floor! Photo schedule to be released closer to the date. Keep your eyes peeled!

Event Information: 
Energy/Activity Level: Low
Noise Level: Low
Lighting: Low
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium
This event will include food: Yes
This event will occur outside (weather permitting): No",,SJU,,,,,,
SJU,Outdoor Movie Night,9/3/2019,10:00pm,9/3/2019,12:00am,FALSE,"Snuggle up with a few snacks and a few friends on Finn Green outside of the cafeteria and enjoy a cozy night before the first day of class! 

Event Information: 
Energy/Activity Level: Low
Noise Level: Medium
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJ2 Atrium/SJ Residence Building
This event will include food: Yes
This event will occur outside (weather permitting): Yes",,SJU,,,,,,
SJU,Pump-Up Rally,9/7/2019,10:00am,9/7/2019,11:30am,FALSE,"Come get your face painted and get suited up in your Black and Gold gear to go and watch the game on Warrior Field!

Event Information: 
Energy/Activity Level: Medium
Noise Level: Medium
Lighting: N/A
Closest Inclusive & Barrier Free Washroom: SJU Residence
This event will include food: No
This event will occur outside (weather permitting): No",,SJU,,,,,,
STP,Move In,8/31/2019,10:00 AM,8/31/2019,2:00 PM,FALSE,"College move-in for all first year residents!! We can't wait for you to check-in, get your keys, meet your don, and get to know your roommate. We will have two check-in times, 10am-12pm and 12pm-2pm. Make sure you check which group you are in. 

Event Information:
Energy/Activity Level:HIGH
Noise Level: MODERATE
Lighting: Average
Closest Inclusive & Barrier Free Washroom: Located across from Alumni Hall (201)
This event will include food: No
This event will occur outside (weather permitting):Partially inside and outside ",STP,STP,STP,,,,,
STP,All College Welcome,8/31/2019,2:00 PM,8/31/2019,6:15 PM,FALSE,"This is your general orientation to the college. After our orientation we will be hosting a BBQ dinner in our courtyard. 

Event Information:
Energy/Activity Level: MODERATE
Noise Level: MODERATE
Lighting: average
Closest Inclusive & Barrier Free Washroom: located across from Alumni Hall. 
This event will include food: Yes, dinner will be provided by Watsons Eatery. 
This event will occur outside (weather permitting): Orientation will be inside but dinner will be hosted outside","STP 105, STP Courtyard",STP,"STP 105, Watson's Eatery",,,,,
STP,Flag Making,8/31/2019,7:45 PM,8/31/2019,8:45 PM,FALSE,"Come and help create your floor flag for the year. This is your chance to get to know everyone on your floor and have some downtime. 

Event Information:
Energy/Activity Level: LOW
Noise Level:LOW
Lighting: Average
Closest Inclusive & Barrier Free Washroom:Located on your individiual floors
This event will include food:NO
This event will occur outside (weather permitting): NO",On your floor,STP,On your floor,,,,,
STP,Campfire,8/31/2019,9:00 PM,8/31/2019,11:00 PM,FALSE,"Come celebrate the end of your first day at St. Paul's with a campfire down by Laurel Creek. There will be songs, smores, and snacks. We hope to see you all there! 

Event Information:
Energy/Activity Level: Moderate
Noise Level:Moderate
Lighting: Dark
Closest Inclusive & Barrier Free Washroom: Located at the college across from room 118.            
This event will include food? YES - smores, chips, etc.                                                               
This event will occur outside - YES                                         ",Laurel Creek Firepit,STP,Alumni Hall,,,,,
STP,Wellness Morning,9/1/2019,9:00 AM,9/1/2019,11:00 AM,FALSE,"Ease into your first morning at St. Paul's. Enjoy breakfast in the cafeteria, learn about different clubs and activities throughout the college, and take some downtime before an afternoon and evening of activities.

Event Information:
Energy/Activity Level: LOW
Noise Level:LOW
Lighting: Average
Closest Inclusive & Barrier Free Washroom: Across from room 118 and across from Alumni Hall.    
This event will include food: YES - breakfast will take place in watsons eatery.                              
This event will be outside: NO",Alumni Hall and Watson's Eatery,STP,Alumni Hall and Watsons Eatery,,,,,
